id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1078,*UT/Hyde Park Craftsman Apartment,4635658,Tracy,,78705,30.3012311208559,-97.7367356677235,Entire home/apt,85,1,208,2017-07-14,1.64,3,0
2265,Zen-East in the Heart of Austin,2466,Paddy,,78702,30.277500166425117,-97.71397539807082,Entire home/apt,225,2,23,2018-09-16,0.19,3,150
5245,"Green, Colorful, Clean &  Cozy home",2466,Paddy,,78702,30.275773562681064,-97.71379268080736,Private room,100,2,9,2018-03-14,0.07,3,30
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26111594777699,-97.7344828448813,Entire home/apt,95,2,469,2019-01-20,3.88,1,319
5636,"SO/CO,  BARTON SPRINGS, Bouldin Crk Guest Cottage",7148,Peggy,,78704,30.246303734513557,-97.7636133061396,Entire home/apt,55,30,20,2012-05-24,0.17,2,186
5769,NW Austin Room,8186,Elizabeth,,78729,30.45596396088873,-97.78370172423466,Private room,40,1,238,2018-10-20,2.21,1,73
6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.248291034026966,-97.73726197666281,Entire home/apt,99,3,84,2019-02-03,0.75,1,32
6448,Secluded Studio in 78704 (Zilker),14156,Amy,,78704,30.260273215975467,-97.76502893291755,Entire home/apt,129,3,197,2019-01-22,2.18,2,217
8502,Woodland Studio Lodging,25298,Karen,,78741,30.23615744701723,-97.7368230650541,Entire home/apt,40,3,45,2018-10-09,0.41,1,162
14765,"30s Craftsman Travis Hghts home, SoCo,  downtown",57982,Charla,,78704,30.250123005794435,-97.74193344276243,Entire home/apt,260,2,44,2019-01-27,0.61,1,323
14913,Blue Boy Club House / Music Venue,58635,Steven,,78748,30.15645181834769,-97.82411380406157,Entire home/apt,300,1,25,2018-08-26,0.42,1,363
21126,Live Like a Local in a Chic Mid-Century Modern Retreat,80406,Dani,,78704,30.245031458758508,-97.74075434877606,Entire home/apt,550,1,69,2019-01-21,0.94,11,117
21145,"Central, Pet Friendly, Private Pool, Non Smoking",80511,April,,78705,30.294223375007707,-97.74618066924438,Entire home/apt,220,2,31,2018-11-18,0.86,1,77
22166,Close in Hill country views NW ,84906,Stacey,,78759,30.389573310608988,-97.76215610149508,Entire home/apt,155,30,9,2015-07-04,0.08,1,365
22828,Garage Apartment near S Congress,56488,David,,78741,30.23564410896854,-97.73146426884429,Entire home/apt,49,31,34,2018-11-23,0.31,1,281
22982,Private Clarksville 2-1/Sleeps Six,89031,Gina,,78703,30.280273477972145,-97.75595562290295,Entire home/apt,95,2,116,2019-01-28,1.07,1,282
25028,Lovely Central Austin Bungalow,102862,Elana,,78757,30.337655008373932,-97.73725767742877,Entire home/apt,90,30,31,2018-12-22,0.29,1,312
32396,South Austin Comfort,140174,Tiffany,,78749,30.20272666958141,-97.84438945512736,Entire home/apt,55,1,9,2012-10-02,0.09,1,36
37324,furnished bedroom and full bath,161189,Chris,,78727,30.430295826956627,-97.6912491601944,Private room,35,2,28,2019-01-18,0.62,1,206
39152,South Austin Cosmic Groove :~>,167892,Veronica,,78704,30.25671492332934,-97.75412273041539,Entire home/apt,160,3,181,2018-10-15,1.77,3,112
39993,Tiny Tarrytown Apartment,210965,Susan And Anthony,,78703,30.29995524978415,-97.77832323903102,Entire home/apt,59,2,93,2019-02-03,1.56,2,233
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.35141434867037,-97.76322811548228,Entire home/apt,350,2,28,2016-11-27,0.29,1,364
46929,Sunny Central Austin Apartment,210965,Susan And Anthony,,78703,30.300381938339047,-97.77885789311448,Entire home/apt,105,2,334,2018-11-24,3.30,2,327
47572,Harmonious Home in  North Austin,215917,Belinda,,78758,30.37641321248438,-97.70925518131334,Private room,52,3,0,,,1,325
50310,Super Hip South Austin Studio,230553,Sevylla,,78744,30.20093205731694,-97.75318020205341,Entire home/apt,40,3,224,2019-02-02,2.21,2,285
50318,Scooby Doo House,12409,Flip,,78705,30.286254470588624,-97.75022346516182,Entire home/apt,100,5,27,2017-04-01,0.27,2,273
50334,Villa in Central Austin for ACL!,230747,Suzanne,,78703,30.282705707992694,-97.75880877995327,Entire home/apt,300,7,3,2015-03-18,0.03,1,365
51100,Walking distance to ACL,235136,Charla,,78703,30.281876396462764,-97.76412825088666,Entire home/apt,500,3,1,2011-04-25,0.01,1,346
51332,"Walk to SXSW, W. Foods, ACL, 6th",235725,Bobby,,78703,30.277919113411635,-97.75488364584608,Entire home/apt,350,5,41,2014-10-13,0.44,1,43
56690,STUDIO IN SOCO.  BEST LOCATION!,268988,Stephanie,,78704,30.24440059917709,-97.75120507133876,Entire home/apt,150,2,149,2019-01-19,1.55,2,73
57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",272156,Lois,,78704,30.25595940145735,-97.76866253158768,Entire home/apt,99,1,529,2019-02-03,5.37,2,347
62279,4-2 1/2 home 10 minutes from downtown,303006,Paula,,78703,30.297166045674956,-97.7710200559046,Entire home/apt,249,3,0,,,1,365
68130,Hyde Park Flat - Bamboo Floors,336916,Drew,,78751,30.31170901880081,-97.72455294222065,Entire home/apt,89,2,400,2019-01-23,4.08,1,97
69303,Colorful and Quirky Zilker Park Townhouse,272156,Lois,,78704,30.260702114336965,-97.77194316563528,Entire home/apt,145,2,58,2019-02-02,0.61,2,304
69352,Enchanting Zilker Cottage~Downtown,347068,Particular Properties,,78704,30.257753811929465,-97.763540690301,Entire home/apt,89,2,390,2018-05-24,3.98,2,97
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.231516720600432,-97.76433617903368,Entire home/apt,110,2,377,2019-01-14,3.90,1,275
70258,South 1st Garage Apartment - Ideally Central,355348,Jason,,78704,30.23616149034908,-97.76446053544099,Entire home/apt,150,1,17,2018-11-04,1.00,1,178
70659,Private Cottage-Near UT/Hyde Park,359112,Sara,,78722,30.291200360499552,-97.71955952546882,Entire home/apt,110,2,208,2018-12-30,2.15,2,351
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24501306625261,-97.74985829866188,Entire home/apt,150,2,124,2018-12-30,1.29,2,79
72318,King Size Bedroom w Balcony / Top Floor,374529,Alyson & Max,,78704,30.253197288154322,-97.77890917140326,Private room,125,3,38,2018-10-15,0.40,2,85
72633,Architect Designed - Great Location,377037,Becca,,78704,30.246040563557855,-97.75328701342384,Entire home/apt,470,2,37,2018-03-18,0.39,1,265
72706,"Great, Central SoCo Cottage!",377618,Susan,,78704,30.247752376487824,-97.76402662053975,Entire home/apt,145,2,232,2019-01-19,2.41,2,313
72833,Central Cottage with bikes!,378744,Ellen,,78731,30.313834122985984,-97.7516134303462,Entire home/apt,85,3,296,2019-02-03,3.08,1,139
73005,3BR Convenient Gated Townhome!,128514,Vivian,,78727,30.415185745858587,-97.73018755858163,Entire home/apt,230,2,21,2018-06-23,0.22,1,37
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.289847073423456,-97.74509867009738,Entire home/apt,108,30,38,2018-11-14,0.40,2,282
73898,Close to everything !! Good music!!,387130,Rick,,78749,30.208574214643903,-97.85672910817124,Private room,67,10,26,2018-04-21,0.28,1,0
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24421869130938,-97.77884763110521,Entire home/apt,90,2,180,2018-10-21,1.88,1,358
74716,Welcoming East Austin Guest Suite,393795,Jennifer,,78702,30.276563006645468,-97.72165675491894,Private room,75,2,87,2018-10-25,1.34,1,179
74742,Large private room,394019,William,,78704,30.230417431163605,-97.7825576202843,Private room,77,1,5,2018-03-15,0.05,1,302
75050,*Incredible Entire HOME 3 Bed 2.5 Bath Downtown*,395266,Kris,,78702,30.255163083363648,-97.70443351423225,Entire home/apt,235,2,3,2019-01-20,0.03,1,360
75174,South Shore Condo on Lady Bird Lake,393905,David,,78702,30.247728034198072,-97.72584017802157,Entire home/apt,130,2,233,2019-01-20,2.42,2,291
75957,PRIVATE COTTAGE APT-Central Austin,404260,Kelly,,78703,30.291866731732785,-97.76823869053104,Entire home/apt,115,2,246,2019-01-26,2.56,2,335
76309,"Quiet Traveler's Retreat on Greenspace, 4 mi to DT",407093,Paula,,78745,30.21918800384808,-97.79000806035123,Private room,45,1,126,2018-10-14,1.31,2,26
76328,"South Austin Charmer on Greenspace, 4 miles to DT",407093,Paula,,78745,30.218727827936437,-97.79062699581175,Private room,35,1,145,2018-10-15,1.51,2,26
76391,3700 ft2 brand new Mueller Home,407740,Michelle,,78751,30.307097434340566,-97.73045890918736,Entire home/apt,850,3,4,2015-03-19,0.04,1,365
76497,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,177441,Ashley,,78703,30.275768146279926,-97.75607875616538,Entire home/apt,152,2,159,2019-01-25,1.65,2,328
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.291378361158465,-97.7190727965373,Entire home/apt,125,2,145,2018-12-16,1.50,1,316
76911,"EastSide Luxury by SXSW,  Home and Sanctuary",394012,Peter,,78702,30.267753590392584,-97.72695439218128,Entire home/apt,821,2,102,2019-01-21,2.19,1,306
76925,Comfy Digs in East Austin,411190,Lynn,,78702,30.255167483565312,-97.72458187535175,Entire home/apt,400,2,14,2018-10-21,0.15,1,365
76987,Master Bedroom for Rent,411609,Rob,,78745,30.213086057928063,-97.80864868528805,Private room,75,2,0,,,1,365
76996,The Travis Heights Tree House,1665428,Krista,,78704,30.237784314151302,-97.74452591683918,Entire home/apt,68,20,30,2019-01-11,0.31,1,263
77162,Quaint and quiet Yoga & meditation house downtown!,412919,Caroline,,78701,30.273247736286606,-97.74890931723986,Entire home/apt,350,4,7,2017-03-15,0.08,2,85
77347,Room or rooms ,382265,Leslie,,78733,30.339369556503627,-97.88115686229204,Private room,95,2,0,,,2,365
77635,"Retro 60's Home,Walk to Zilker,Yard",416628,Carlos,,78704,30.251765472744285,-97.77887625479866,Entire home/apt,195,3,12,2018-08-25,0.15,2,353
77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25003442629185,-97.77859167837042,Entire home/apt,245,3,14,2019-01-21,0.27,2,332
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,Keith And Shannon,,78704,30.256245684226876,-97.7676591641327,Entire home/apt,750,3,50,2019-01-26,2.13,1,147
78127,*Luxury Home Downtown* walk to 6th/ Free parking!,419707,Julia,,78701,30.275201632146796,-97.74863152048063,Entire home/apt,900,2,4,2018-11-04,0.04,2,180
78242,Huge house for SXSW,420207,Cherilyn,,78745,30.221884605118976,-97.80975899350292,Entire home/apt,280,7,0,,,1,179
78422,Living the Dream on Richardine,421002,E. Dixie,,78702,30.273241748239066,-97.71173177475293,Private room,50,1,1,2011-03-17,0.01,1,0
78584,East 2nd Street Charmer!,422239,Cristina,,78702,30.262776375467922,-97.73529236455511,Entire home/apt,176,2,83,2019-01-21,1.01,3,278
78731,Private Room and Bath in Central East Austin House,423131,Robin,,78702,30.269835136442897,-97.72874108151399,Private room,85,2,133,2019-01-22,1.58,1,69
78749,"Luxury Downtown Condo, Walk to Everything!",423241,Breanne,,78701,30.270658597557322,-97.74140397985121,Entire home/apt,209,30,6,2017-03-15,0.06,2,67
78757,Nice Room Great House near Zilker,374529,Alyson & Max,,78704,30.24715959349005,-97.78199687002085,Private room,79,2,73,2018-10-15,0.76,2,351
78831,Cool Hyde Park efficiency apartment,423840,Marcus,,78751,30.312615506695842,-97.72543194474906,Entire home/apt,109,2,297,2019-01-25,3.08,1,163
78884,Beautiful Zilker Park Condo next to Downtown!,424158,Lynne,,78704,30.260877343037453,-97.77437659757194,Entire home/apt,89,2,94,2019-01-19,0.98,1,239
78898,South Austin studio guest house,424128,Jaime,,78704,30.251260559853762,-97.77172821396576,Entire home/apt,89,2,207,2019-01-26,2.15,1,45
78908,Cool South Central Home for rent,424338,Patty,,78704,30.2359632655611,-97.78299258304233,Entire home/apt,400,1,4,2012-11-20,0.04,1,364
78974,78704 Detached Garden  Cottage,424835,Dan,,78704,30.239156368467686,-97.76487354288946,Entire home/apt,85,1,390,2019-01-01,4.06,1,345
78993,NEWLY REMODELED CENTRAL AUSTIN HOME SLEEPS 5-6,424999,Emily,,78731,30.32787482716867,-97.75442357332226,Entire home/apt,500,2,5,2018-10-21,0.05,1,128
79100,Pool House Casita-Off 51st -Mueller Area-Stunning!,425706,Robert,,78723,30.30970699919523,-97.69480467267451,Entire home/apt,99,4,17,2018-05-09,0.24,7,150
79432,Carriage House Apartment,427758,Ford,,78703,30.280900628317656,-97.7606540224686,Entire home/apt,119,30,51,2018-11-20,0.53,1,120
80025,HOUSE SXSW Only. NEW LISTING,428761,David,,78722,30.29807634039779,-97.71338910760933,Private room,600,5,4,2018-01-23,0.04,1,365
80189,Your home away from home in Austin!,433165,Erin,,78745,30.212861045609415,-97.81617213001493,Private room,40,1,23,2018-10-21,0.24,1,136
80494,SXSW!!!! 3BR/2BA house in South Austin,434998,Greg,,78748,30.1848802371418,-97.83152173317453,Entire home/apt,100,3,7,2017-11-25,0.08,1,10
80725,Central Austin Home ,436771,Merlyn,,78703,30.28407948256163,-97.76828103269037,Entire home/apt,500,4,0,,,1,365
83322,Loft on Cupid's Bluff,454099,Melissa & Bill,,78735,30.238242000664297,-97.80747586882084,Entire home/apt,95,3,179,2018-12-28,1.89,1,256
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.323730883818317,-97.71629420495228,Private room,47,2,159,2019-01-22,1.77,1,341
84771,Campus Retreat,321037,Lucien,,78705,30.292687832250145,-97.74344922287196,Entire home/apt,45,2,16,2018-01-03,0.93,2,0
85997,Cozy Room In Cozy Central East House,471881,Stephanie,,78702,30.274517739832373,-97.70650148514994,Private room,79,1,8,2018-10-17,0.29,1,349
89475,4 Bed Contemporary w/2 Living Rooms,487072,Greg & Amanda,,78757,30.35668966150045,-97.72657751633791,Entire home/apt,199,30,77,2019-01-02,0.98,10,255
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.246655396832903,-97.74760301002007,Entire home/apt,112,2,55,2019-01-27,0.58,1,324
104099,Zilker Guesthouse,213651,Daniel,,78704,30.254560009107678,-97.77551036186114,Entire home/apt,78,3,127,2019-01-14,1.42,2,125
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.246128017079375,-97.74528372060497,Entire home/apt,77,31,122,2018-11-26,1.30,2,347
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.303262578033575,-97.73057308909307,Entire home/apt,119,5,51,2019-01-13,0.59,9,332
113791,Avenue G Guesthouse in Hyde Park,578249,Larry And Susan,,78751,30.302204468266833,-97.73012946733522,Private room,60,30,12,2018-06-22,0.13,2,304
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.275091222848765,-97.74850916366577,Entire home/apt,775,6,1,2012-01-19,0.01,2,365
128326,Austin City Limits-Private Pool by Nature Preserve,634580,Morrie And Rachel,,78736,30.243949346081987,-98.00243686589923,Entire home/apt,295,3,23,2018-09-03,0.26,1,342
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.302263848280994,-97.7314256411513,Entire home/apt,136,5,44,2019-01-21,0.50,9,308
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.302424064766218,-97.72953789513772,Entire home/apt,119,5,38,2019-01-04,0.42,9,321
141550,"Sweet, Sexy Studio in the '02",688306,Epiphany,,78702,30.25581961280061,-97.72709090146905,Entire home/apt,107,1,367,2019-02-05,4.07,1,135
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.302187479963827,-97.74142737837057,Entire home/apt,129,3,160,2019-01-31,2.12,1,304
146153,CUTE CHERRYWOOD BUNGALOW,707052,Julie,,78722,30.28917245241659,-97.71148066371951,Entire home/apt,100,28,19,2018-07-29,0.23,1,267
154103,"4 BDR Home Ideal for SXSW, F1, ACL",741170,Scott,,78704,30.251499692450437,-97.78205851294503,Entire home/apt,373,3,12,2018-05-05,0.13,1,255
155359,TheTramHouse-90 Day Min,372205,Keith,,78732,30.418129720374353,-97.88914786168037,Entire home/apt,105,90,33,2018-11-18,0.38,2,94
158398,Your SXSW 2019 retreat!,760426,Lis,,78704,30.252101566479066,-97.78381658956111,Entire home/apt,799,4,10,2018-03-14,0.12,1,271
166561,SOCO ItZ bitZ Bungalow,347068,Particular Properties,,78704,30.24153578251124,-97.76121073476301,Entire home/apt,69,2,320,2019-01-14,3.48,2,26
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.277277655985014,-97.79112995769103,Entire home/apt,800,3,7,2014-03-12,0.08,1,345
172104,South Austin- close to the action!,746286,Isabel,,78745,30.193175620237735,-97.82095101635943,Entire home/apt,129,3,3,2016-10-10,0.07,1,249
174828,Light and Airy Central Austin Retreat with Gorgeous Patio,835236,Jenny,,78752,30.33106536876423,-97.71419703451353,Entire home/apt,350,2,258,2019-01-21,2.87,1,317
175882,CENTRAL AUSTIN- Treehouse Bungalow,840773,Katy,,78703,30.27868532748164,-97.75311093861794,Entire home/apt,205,2,33,2019-02-03,0.37,1,30
179885,Hip Two Bedroom Home in 78704 ,861520,Ray,,78704,30.23907830360042,-97.77181501643342,Entire home/apt,700,3,3,2014-03-12,0.03,1,365
184853,78704  South Austin 2 Bedroom getaway,518748,Rachel,,78704,30.241093417863226,-97.77471125939167,Entire home/apt,95,2,0,,,1,291
191719,2b/2b downtown Austin minutes away from everything,670910,John,,78704,30.257843220170656,-97.76114147003065,Entire home/apt,260,3,179,2019-01-27,3.31,1,166
195674,"Perfect for SXSW, ACL,  Zilker Park- sleeps 4-10",951551,Lori,,78704,30.258358836668837,-97.7672329368443,Entire home/apt,700,2,25,2018-10-08,0.35,1,365
202187,South Congress Studio Apartment,989596,John,,78704,30.247760970391628,-97.74527209281085,Entire home/apt,85,1,620,2019-01-21,6.91,2,281
202753,Parkside Loft - Large Bedroom & Sitting Area.,729047,Tracy,,78703,30.27571146181705,-97.75819056243647,Private room,300,2,5,2018-10-21,0.51,1,81
207054,2BR Mid-Century Home near Downtown & Lake,1018853,Merri Gale & Donald,,78741,30.245938627067858,-97.73130169560885,Entire home/apt,124,2,101,2019-01-28,1.14,1,144
208897,"Light, fresh, East Austin home",1029071,Suzanne,,78702,30.263504171726876,-97.70097323457465,Entire home/apt,184,2,53,2018-11-12,0.89,1,49
214795,Cute Condo Close to Zilker & Dwntwn,1109019,Kristi,,78704,30.253407866553268,-97.7736884284521,Entire home/apt,99,2,45,2018-11-25,0.50,1,258
217637,East Austin Charmer -- Super Cozy,307872,T.M.,,78722,30.28913029934579,-97.71844102175955,Entire home/apt,79,2,107,2018-11-13,1.24,1,147
218402,New to Austin?  Perfect transition place!,1129520,Paulette,,78754,30.36350472614043,-97.64555790708937,Private room,45,30,18,2018-08-11,0.20,1,271
219168,SOCO Living,1134580,Kalu,,78704,30.245025779699198,-97.74530794065501,Entire home/apt,250,2,8,2016-10-09,0.10,1,0
219202,Quiet Bungalow- short walk downtown,1134885,Edie,,78702,30.256655159899015,-97.72745620910302,Entire home/apt,145,3,235,2019-02-05,2.61,2,13
221348,Beautiful Private Artist Studio Overlooking Dwntwn,1148288,Clayton,,78741,30.243066672434207,-97.73332446968463,Entire home/apt,95,2,136,2019-01-27,1.65,3,250
221353,Cute 3bd Music House in Old Travis Heights,1148288,Clayton,,78741,30.244079486354273,-97.7349582974359,Entire home/apt,150,2,24,2018-12-27,0.39,3,220
223230,Newly Renovated House on MetroRail Line,583537,Courtney,,78752,30.328272260703216,-97.71559699826902,Entire home/apt,139,2,76,2018-11-18,0.85,1,95
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30787789303658,-97.72679359524423,Entire home/apt,94,3,102,2017-10-23,1.14,1,0
227372,Allens Boots Loft on South Congress,1185793,Sean & Lauren,,78704,30.248459601265996,-97.75076710826477,Entire home/apt,295,2,133,2018-11-18,1.58,1,308
228217,"3 bedroom house near lakes,ACL&SXSW",1182382,Sharon,,78728,30.458306824114164,-97.68721835783538,Entire home/apt,350,4,0,,,1,365
228410,ATOMIC RANCH HOUSE- POOL- OFF EAST 51ST SXSW AVAIL,425706,Robert,,78723,30.309947968109583,-97.69553037883716,Entire home/apt,375,3,0,,,7,247
230976,Huge Room - Beautiful View on 5 acres - King Bed,1207603,Cj,,78737,30.17029857991258,-97.9697424243221,Private room,79,1,67,2018-11-17,1.15,3,356
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.302706087188263,-97.73122860937319,Entire home/apt,159,5,50,2019-01-02,0.58,9,338
234194,Beautiful Room on 5 acres,1207603,Cj,,78737,30.172783218125982,-97.97299991900073,Private room,59,1,32,2018-01-21,0.55,3,338
237705,Remodeled Bungalow Downtown Eastside!,1246229,Elizabeth,,78702,30.254088789391982,-97.72565848619774,Entire home/apt,450,2,29,2019-01-09,0.33,3,7
238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.253676205348093,-97.75669781077823,Entire home/apt,150,2,61,2019-02-01,1.39,4,243
240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.254258439333906,-97.72431337269252,Entire home/apt,81,1,265,2019-01-20,3.13,3,11
244785,Tranquil East Austin Guesthouse: Winter Whirl!,1284548,Gwen & Richard,,78702,30.279170111567325,-97.71563948986301,Entire home/apt,90,1,486,2019-01-31,5.48,1,239
247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.303399169603814,-97.68496239535799,Entire home/apt,175,2,1,2012-03-13,0.01,1,0
248515,Cute Eastside Bungalow -  Perfect SXSW Base,1208485,Caitlin,,78702,30.25434405741899,-97.72824543879861,Entire home/apt,500,2,16,2018-08-11,0.19,2,358
254232,Central Austin Luxury Home,1335409,Eric,,78703,30.27928018455152,-97.75642242180209,Entire home/apt,1220,3,5,2016-03-20,0.06,2,365
256464,A Baby suite on SoCo in room bath,1348968,Sailing,,78704,30.244808176447908,-97.75253438434865,Private room,110,1,79,2016-11-13,0.90,7,362
259845,East Side Brand new! Close UT-DownT,1143953,Linda And Lia,,78702,30.271704509488732,-97.71703811464458,Private room,65,2,56,2018-11-11,0.66,2,245
269200,SXSW House 10 Minutes from Downtown,831267,Jesse,,78753,30.38342431108326,-97.66610784326616,Private room,550,4,0,,,1,365
271052,Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.253085253818607,-97.77375402681007,Entire home/apt,350,3,20,2018-10-15,0.24,1,361
273064,Home for the Holidays!  Rooftop Deck w/ View,1428893,Ryan,,78741,30.238838892479023,-97.73485531296019,Entire home/apt,275,7,1,2012-03-19,0.01,1,0
276522,Cozy Zilker Condo,1407108,Heather,,78704,30.253856488463526,-97.77518490778914,Entire home/apt,125,3,258,2019-01-22,2.97,1,59
277028,Cozy 6 bedrooms In the Heart of ATX,746455,Michael,,78703,30.282811331780877,-97.76417107180929,Entire home/apt,299,1,30,2017-05-16,0.34,2,363
281182,Great House 1 block from Metro Rail,1465788,Michelle,,78702,30.28091161425815,-97.7080860196753,Entire home/apt,350,2,26,2018-10-28,0.31,1,325
282342,Terrific 3bedroom 2.5bath Kitchen Garage Home,1471597,Chris,,78758,30.366632110094688,-97.70872316193535,Entire home/apt,69,60,17,2018-12-21,0.20,1,23
286029,Vintage Modern Home - VERY Central!,1488733,Brooke,,78704,30.258635220051637,-97.75981264024209,Entire home/apt,222,1,153,2019-01-13,1.77,34,324
294708,3BR/3BA+1Loft SOCO Area Convenient and Spacious,1523587,Dallas,,78704,30.232229291038838,-97.74578736421195,Entire home/apt,154,2,200,2019-01-21,2.38,22,296
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.188435208638534,-97.78974968110505,Entire home/apt,210,30,50,2018-11-02,0.59,2,272
299282,Beautiful Hyde Park Home near UT,1541934,Margo,,78751,30.309440065410882,-97.73180773697395,Entire home/apt,195,28,34,2018-01-02,0.40,12,179
300574,Hip Retro Groovy LOFT South Austin Style,167892,Veronica,,78704,30.25720798148817,-97.75563315849729,Entire home/apt,135,2,277,2019-01-31,3.27,3,319
301701,Super Comfortable Room1 Scenic Area,1554241,April,,78759,30.413962891778887,-97.75982768043909,Private room,79,1,1,2012-03-14,0.01,4,365
304387,Private Artist Studio near DT & SoCo,1148288,Clayton,,78741,30.243754078259094,-97.73520873900956,Private room,115,2,25,2018-12-30,0.54,3,251
304808,Spanish Hacienda mile from downtown,1566930,Chris,,78702,30.274477006876456,-97.72692243082199,Private room,62,2,233,2019-01-19,2.71,1,26
304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.209481096207114,-97.76969198484299,Entire home/apt,65,3,93,2018-10-22,1.09,11,364
305392,SXSW * Sleeps 10 * Walk everywhere!,117233,Paige,,78702,30.25518378012373,-97.73289163335714,Entire home/apt,525,3,8,2018-03-14,0.11,2,33
313400,Luxury Modern Home in Zilker,1611299,Pam,,78704,30.253041007101295,-97.76884582761704,Entire home/apt,995,3,11,2018-04-29,0.32,1,306
314152,2 bdrm Condo at  360 Bridge,1614097,Denise,,78730,30.356719778147816,-97.79620866803532,Entire home/apt,350,4,0,,,1,0
315239,Very convenient for SxSW,1617870,John,,78745,30.213503012917165,-97.78090055203702,Entire home/apt,600,3,2,2014-03-17,0.03,1,365
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.254314568458305,-97.75577979365407,Entire home/apt,400,3,9,2015-03-24,0.11,1,0
316885,Coming home Master Bedroom,1554241,April,,78759,30.41401163808722,-97.76193894528629,Private room,125,1,3,2014-09-20,0.05,4,365
316886,Ture sanctuary for comfort & peace,1554241,April,,78759,30.414688847111762,-97.76042001764304,Private room,79,1,1,2014-06-28,0.02,4,365
317148,Exotic Artisan Home in Central East Austin,1628379,Martina,,78702,30.267639352407972,-97.70976260873665,Entire home/apt,250,2,34,2018-11-04,0.41,1,259
318963,South Congress Bungalow SXSW 2016,1637006,Cathy,,78704,30.25090154337184,-97.74119440130637,Entire home/apt,650,2,1,2012-01-26,0.01,1,0
319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.264804822158094,-97.73428325945804,Entire home/apt,200,2,184,2019-01-15,2.19,14,277
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jessica,,78702,30.255361153417066,-97.72854846793986,Entire home/apt,650,4,2,2015-03-18,0.03,1,0
319894,The Perfect Modern Austin Home,1640172,Gary,,78724,30.284133563700074,-97.6492670382323,Entire home/apt,230,2,32,2019-01-11,0.38,2,323
320161,Country Road Room 5,1427814,Andrea,,78747,30.162039960032757,-97.73744485012207,Private room,45,30,14,2018-12-07,0.17,9,313
320435,Amazing Urban Hideaway for SXSW!,1641993,Stephanie,,78753,30.35228768381774,-97.69454479762767,Entire home/apt,625,4,4,2014-03-17,0.05,1,365
321069,SXSW 19: Central Mid-Century Mod 3/2,1644741,Liz,,78704,30.25407335761835,-97.7781807019815,Entire home/apt,750,2,1,2018-06-23,0.13,1,358
321636,Chic 1953 Spartanette Guesthouse,1647037,Sara,,78702,30.277523380089516,-97.71919076337386,Entire home/apt,95,1,361,2019-01-21,4.26,2,142
321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.250902656211977,-97.78843334622911,Entire home/apt,500,1,13,2015-10-04,0.18,1,0
321718,Casa De Senor Don Gato,1647403,David,,78704,30.243911950653622,-97.77202810629348,Entire home/apt,475,3,9,2018-03-13,0.13,1,291
321857,Downtown Austin Escape - 3 blocks to 6th (2BD/2BA),1648227,Kristian,,78702,30.267505200256085,-97.732202322928,Entire home/apt,240,1,189,2019-02-02,2.21,3,142
322834,Spacious 3/2 East Austin Home,3797734,Leslie And Dylan,,78702,30.268333941853324,-97.71707958975716,Entire home/apt,240,7,47,2018-03-25,0.56,1,0
